saison,journee,nom_club,position,nb_points,nb_matchs,nb_victoires,nb_nuls,nb_defaites,nb_buts_pour,nb_buts_contre,nb_buts_diff,serie_resultats,position.dedup,serie_resultats.un,nom_club_actuel,initiales_nom_club_actuel,logo_png
2007-2008,1,Toulouse FC,18,0,1,0,0,1,1,3,-2,p,18,P,Toulouse FC,TFC,./logos_clubs/TFC.png
2007-2008,1,AJ Auxerre,19,0,1,0,0,1,0,2,-2,p,19,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
2007-2008,1,Stade Rennais FC,-,0,1,0,0,1,0,2,-2,P,19,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2006-2007,1,Olympique Lyonnais,1,3,1,1,0,0,3,1,2,g,1,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2006-2007,1,FC Girondins de Bordeaux,2,3,1,1,0,0,2,0,2,G,2,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2006-2007,1,FC Lorient,3,3,1,1,0,0,3,2,1,g,3,G,FC Lorient,FCL,./logos_clubs/FCL.png
2006-2007,1,Lille OSC,4,3,1,1,0,0,2,1,1,g,4,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2006-2007,1,FC Sochaux-Montbéliard,-,3,1,1,0,0,2,1,1,g,4,G,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2006-2007,1,Le Mans UC 72,6,3,1,1,0,0,1,0,1,G,6,G,Le Mans UC 72,MUC72,./logos_clubs/MUC72.png
2006-2007,1,RC Lens,-,3,1,1,0,0,1,0,1,G,6,G,RC Lens,RCL,./logos_clubs/RCL.png
2006-2007,1,AS Nancy Lorraine,-,3,1,1,0,0,1,0,1,G,6,G,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
2006-2007,1,AJ Auxerre,9,1,1,0,1,0,1,1,0,N,9,N,AJ Auxerre,AJA,./logos_clubs/AJA.png
2006-2007,1,Valenciennes FC,-,1,1,0,1,0,1,1,0,n,9,N,Valenciennes FC,VAFC,./logos_clubs/VAFC.png
2006-2007,1,Olympique de Marseille,11,1,1,0,1,0,0,0,0,n,11,N,Olympique de Marseille,OM,./logos_clubs/OM.png
2006-2007,1,CS Sedan,-,1,1,0,1,0,0,0,0,N,11,N,CS Sedan,CSSA,./logos_clubs/CSSA.png
2006-2007,1,Paris Saint-Germain FC,13,0,1,0,0,1,2,3,-1,P,13,P,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2006-2007,1,Stade Rennais FC,14,0,1,0,0,1,1,2,-1,P,14,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2006-2007,1,AS Saint-Etienne,-,0,1,0,0,1,1,2,-1,P,14,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2006-2007,1,AS Monaco FC,16,0,1,0,0,1,0,1,-1,p,16,P,AS Monaco,ASM,./logos_clubs/ASM.png
2006-2007,1,OGC Nice,-,0,1,0,0,1,0,1,-1,p,16,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
2006-2007,1,ESTAC Troyes,-,0,1,0,0,1,0,1,-1,p,16,P,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2006-2007,1,FC Nantes Atlantique,19,0,1,0,0,1,1,3,-2,P,19,P,FC Nantes,FCN,./logos_clubs/FCN.png
2006-2007,1,Toulouse FC,20,0,1,0,0,1,0,2,-2,p,20,P,Toulouse FC,TFC,./logos_clubs/TFC.png
2005-2006,1,Paris Saint-Germain FC,1,3,1,1,0,0,4,1,3,G,1,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2005-2006,1,FC Girondins de Bordeaux,2,3,1,1,0,0,2,0,2,g,2,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2005-2006,1,FC Nantes Atlantique,-,3,1,1,0,0,2,0,2,G,2,G,FC Nantes,FCN,./logos_clubs/FCN.png
2005-2006,1,Olympique Lyonnais,4,3,1,1,0,0,2,1,1,g,4,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2005-2006,1,Lille OSC,5,3,1,1,0,0,1,0,1,G,5,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2005-2006,1,AS Monaco FC,-,3,1,1,0,0,1,0,1,g,5,G,AS Monaco,ASM,./logos_clubs/ASM.png
2005-2006,1,Toulouse FC,-,3,1,1,0,0,1,0,1,g,5,G,Toulouse FC,TFC,./logos_clubs/TFC.png
2005-2006,1,OGC Nice,8,1,1,0,1,0,1,1,0,N,8,N,OGC Nice,OGCN,./logos_clubs/OGCN.png
2005-2006,1,ESTAC Troyes,-,1,1,0,1,0,1,1,0,n,8,N,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2005-2006,1,AC Ajaccio,10,1,1,0,1,0,0,0,0,n,10,N,AC Ajaccio,ACA,./logos_clubs/ACA.png
2005-2006,1,AJ Auxerre,-,1,1,0,1,0,0,0,0,n,10,N,AJ Auxerre,AJA,./logos_clubs/AJA.png
2005-2006,1,AS Saint-Etienne,-,1,1,0,1,0,0,0,0,N,10,N,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2005-2006,1,RC Strasbourg,-,1,1,0,1,0,0,0,0,N,10,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2005-2006,1,Le Mans UC 72,14,0,1,0,0,1,1,2,-1,P,14,P,Le Mans UC 72,MUC72,./logos_clubs/MUC72.png
2005-2006,1,AS Nancy Lorraine,15,0,1,0,0,1,0,1,-1,P,15,P,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
2005-2006,1,Stade Rennais FC,-,0,1,0,0,1,0,1,-1,p,15,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2005-2006,1,FC Sochaux-Montbéliard,-,0,1,0,0,1,0,1,-1,P,15,P,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2005-2006,1,RC Lens,18,0,1,0,0,1,0,2,-2,p,18,P,RC Lens,RCL,./logos_clubs/RCL.png
2005-2006,1,Olympique de Marseille,-,0,1,0,0,1,0,2,-2,P,18,P,Olympique de Marseille,OM,./logos_clubs/OM.png
2005-2006,1,FC Metz,20,0,1,0,0,1,1,4,-3,p,20,P,FC Metz,FCM,./logos_clubs/FCM.png
2004-2005,1,Lille OSC,1,3,1,1,0,0,2,0,2,G,1,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2004-2005,1,SC Bastia,2,3,1,1,0,0,2,1,1,G,2,G,SC Bastia,SCB,./logos_clubs/SCB.png
2004-2005,1,Stade Rennais FC,-,3,1,1,0,0,2,1,1,G,2,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2004-2005,1,Olympique Lyonnais,4,3,1,1,0,0,1,0,1,g,4,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2004-2005,1,Olympique de Marseille,-,3,1,1,0,0,1,0,1,G,4,G,Olympique de Marseille,OM,./logos_clubs/OM.png
2004-2005,1,FC Metz,-,3,1,1,0,0,1,0,1,G,4,G,FC Metz,FCM,./logos_clubs/FCM.png
2004-2005,1,AS Monaco FC,-,3,1,1,0,0,1,0,1,g,4,G,AS Monaco,ASM,./logos_clubs/ASM.png
2004-2005,1,FC Sochaux-Montbéliard,-,3,1,1,0,0,1,0,1,G,4,G,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2004-2005,1,SM Caen,9,1,1,0,1,0,1,1,0,N,9,N,SM Caen,SMC,./logos_clubs/SMC.png
2004-2005,1,FC Istres,-,1,1,0,1,0,1,1,0,n,9,N,FC Istres,FCI,./logos_clubs/FCI.png
2004-2005,1,RC Lens,11,1,1,0,1,0,0,0,0,n,11,N,RC Lens,RCL,./logos_clubs/RCL.png
2004-2005,1,Toulouse FC,-,1,1,0,1,0,0,0,0,N,11,N,Toulouse FC,TFC,./logos_clubs/TFC.png
2004-2005,1,Paris Saint-Germain FC,13,0,1,0,0,1,1,2,-1,p,13,P,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2004-2005,1,RC Strasbourg,-,0,1,0,0,1,1,2,-1,p,13,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2004-2005,1,AC Ajaccio,15,0,1,0,0,1,0,1,-1,p,15,P,AC Ajaccio,ACA,./logos_clubs/ACA.png
2004-2005,1,FC Girondins de Bordeaux,-,0,1,0,0,1,0,1,-1,p,15,P,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2004-2005,1,FC Nantes Atlantique,-,0,1,0,0,1,0,1,-1,p,15,P,FC Nantes,FCN,./logos_clubs/FCN.png
2004-2005,1,OGC Nice,-,0,1,0,0,1,0,1,-1,P,15,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
2004-2005,1,AS Saint-Etienne,-,0,1,0,0,1,0,1,-1,P,15,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2004-2005,1,AJ Auxerre,20,0,1,0,0,1,0,2,-2,p,20,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
2003-2004,1,AS Monaco FC,1,3,1,1,0,0,2,0,2,G,1,G,AS Monaco,ASM,./logos_clubs/ASM.png
2003-2004,1,OGC Nice,2,3,1,1,0,0,2,1,1,g,2,G,OGC Nice,OGCN,./logos_clubs/OGCN.png
2003-2004,1,FC Sochaux-Montbéliard,-,3,1,1,0,0,2,1,1,G,2,G,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2003-2004,1,AC Ajaccio,4,3,1,1,0,0,1,0,1,g,4,G,AC Ajaccio,ACA,./logos_clubs/ACA.png
2003-2004,1,Lille OSC,-,3,1,1,0,0,1,0,1,G,4,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2003-2004,1,Olympique de Marseille,-,3,1,1,0,0,1,0,1,g,4,G,Olympique de Marseille,OM,./logos_clubs/OM.png
2003-2004,1,Montpellier Hérault SC,7,1,1,0,1,0,1,1,0,N,7,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2003-2004,1,Stade Rennais FC,-,1,1,0,1,0,1,1,0,n,7,N,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2003-2004,1,RC Strasbourg,-,1,1,0,1,0,1,1,0,n,7,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2003-2004,1,Toulouse FC,-,1,1,0,1,0,1,1,0,N,7,N,Toulouse FC,TFC,./logos_clubs/TFC.png
2003-2004,1,SC Bastia,11,1,1,0,1,0,0,0,0,n,11,N,SC Bastia,SCB,./logos_clubs/SCB.png
2003-2004,1,Le Mans UC 72,-,1,1,0,1,0,0,0,0,n,11,N,Le Mans UC 72,MUC72,./logos_clubs/MUC72.png
2003-2004,1,RC Lens,-,1,1,0,1,0,0,0,0,N,11,N,RC Lens,RCL,./logos_clubs/RCL.png
2003-2004,1,Paris Saint-Germain FC,-,1,1,0,1,0,0,0,0,N,11,N,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2003-2004,1,AJ Auxerre,15,0,1,0,0,1,1,2,-1,P,15,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
2003-2004,1,FC Nantes Atlantique,-,0,1,0,0,1,1,2,-1,p,15,P,FC Nantes,FCN,./logos_clubs/FCN.png
2003-2004,1,EA Guingamp,17,0,1,0,0,1,0,1,-1,P,17,P,EA Guingamp,EAG,./logos_clubs/EAG.png
2003-2004,1,Olympique Lyonnais,-,0,1,0,0,1,0,1,-1,p,17,P,Olympique Lyonnais,OL,./logos_clubs/OL.png
2003-2004,1,FC Metz,-,0,1,0,0,1,0,1,-1,P,17,P,FC Metz,FCM,./logos_clubs/FCM.png
2003-2004,1,FC Girondins de Bordeaux,20,0,1,0,0,1,0,2,-2,p,20,P,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2002-2003,1,AS Monaco FC,1,3,1,1,0,0,4,0,4,g,1,G,AS Monaco,ASM,./logos_clubs/ASM.png
2002-2003,1,FC Girondins de Bordeaux,2,3,1,1,0,0,3,0,3,g,2,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2002-2003,1,FC Nantes Atlantique,3,3,1,1,0,0,2,0,2,g,3,G,FC Nantes,FCN,./logos_clubs/FCN.png
2002-2003,1,Havre AC,4,3,1,1,0,0,2,1,1,g,4,G,Havre AC,HAC,./logos_clubs/HAC.png
2002-2003,1,Montpellier Hérault SC,5,3,1,1,0,0,1,0,1,G,5,G,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2002-2003,1,Paris Saint-Germain FC,-,3,1,1,0,0,1,0,1,G,5,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2002-2003,1,EA Guingamp,7,1,1,0,1,0,3,3,0,N,7,N,EA Guingamp,EAG,./logos_clubs/EAG.png
2002-2003,1,Olympique Lyonnais,-,1,1,0,1,0,3,3,0,n,7,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
2002-2003,1,AC Ajaccio,9,1,1,0,1,0,1,1,0,n,9,N,AC Ajaccio,ACA,./logos_clubs/ACA.png
2002-2003,1,SC Bastia,-,1,1,0,1,0,1,1,0,N,9,N,SC Bastia,SCB,./logos_clubs/SCB.png
2002-2003,1,RC Lens,-,1,1,0,1,0,1,1,0,n,9,N,RC Lens,RCL,./logos_clubs/RCL.png
2002-2003,1,RC Strasbourg,-,1,1,0,1,0,1,1,0,N,9,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2002-2003,1,CS Sedan,13,1,1,0,1,0,0,0,0,N,13,N,CS Sedan,CSSA,./logos_clubs/CSSA.png
2002-2003,1,FC Sochaux-Montbéliard,-,1,1,0,1,0,0,0,0,n,13,N,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2002-2003,1,OGC Nice,15,0,1,0,0,1,1,2,-1,P,15,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
2002-2003,1,AJ Auxerre,16,0,1,0,0,1,0,1,-1,p,16,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
2002-2003,1,Stade Rennais FC,-,0,1,0,0,1,0,1,-1,p,16,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2002-2003,1,Olympique de Marseille,18,0,1,0,0,1,0,2,-2,P,18,P,Olympique de Marseille,OM,./logos_clubs/OM.png
2002-2003,1,Lille OSC,19,0,1,0,0,1,0,3,-3,P,19,P,Lille OSC,LOSC,./logos_clubs/LOSC.png
2002-2003,1,ESTAC Troyes,20,0,1,0,0,1,0,4,-4,P,20,P,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2001-2002,1,AJ Auxerre,1,3,1,1,0,0,5,0,5,g,1,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
2001-2002,1,ESTAC Troyes,2,3,1,1,0,0,3,0,3,G,2,G,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2001-2002,1,FC Girondins de Bordeaux,3,3,1,1,0,0,2,0,2,G,3,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2001-2002,1,RC Lens,-,3,1,1,0,0,2,0,2,G,3,G,RC Lens,RCL,./logos_clubs/RCL.png
2001-2002,1,FC Lorient,5,3,1,1,0,0,1,0,1,G,5,G,FC Lorient,FCL,./logos_clubs/FCL.png
2001-2002,1,FC Sochaux-Montbéliard,-,3,1,1,0,0,1,0,1,g,5,G,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2001-2002,1,SC Bastia,7,1,1,0,1,0,1,1,0,N,7,N,SC Bastia,SCB,./logos_clubs/SCB.png
2001-2002,1,Olympique de Marseille,-,1,1,0,1,0,1,1,0,n,7,N,Olympique de Marseille,OM,./logos_clubs/OM.png
2001-2002,1,Montpellier Hérault SC,-,1,1,0,1,0,1,1,0,N,7,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2001-2002,1,CS Sedan,-,1,1,0,1,0,1,1,0,n,7,N,CS Sedan,CSSA,./logos_clubs/CSSA.png
2001-2002,1,Lille OSC,11,1,1,0,1,0,0,0,0,n,11,N,Lille OSC,LOSC,./logos_clubs/LOSC.png
2001-2002,1,Paris Saint-Germain FC,-,1,1,0,1,0,0,0,0,N,11,N,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2001-2002,1,FC Metz,13,0,1,0,0,1,0,1,-1,p,13,P,FC Metz,FCM,./logos_clubs/FCM.png
2001-2002,1,AS Monaco FC,-,0,1,0,0,1,0,1,-1,P,13,P,AS Monaco,ASM,./logos_clubs/ASM.png
2001-2002,1,Olympique Lyonnais,15,0,1,0,0,1,0,2,-2,p,15,P,Olympique Lyonnais,OL,./logos_clubs/OL.png
2001-2002,1,FC Nantes Atlantique,-,0,1,0,0,1,0,2,-2,p,15,P,FC Nantes,FCN,./logos_clubs/FCN.png
2001-2002,1,EA Guingamp,17,0,1,0,0,1,0,3,-3,p,17,P,EA Guingamp,EAG,./logos_clubs/EAG.png
2001-2002,1,Stade Rennais FC,18,0,1,0,0,1,0,5,-5,P,18,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2000-2001,1,Olympique de Marseille,1,3,1,1,0,0,3,1,2,G,1,G,Olympique de Marseille,OM,./logos_clubs/OM.png
2000-2001,1,Paris Saint-Germain FC,-,3,1,1,0,0,3,1,2,G,1,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2000-2001,1,RC Lens,3,3,1,1,0,0,2,0,2,g,3,G,RC Lens,RCL,./logos_clubs/RCL.png
2000-2001,1,SC Bastia,4,3,1,1,0,0,1,0,1,g,4,G,SC Bastia,SCB,./logos_clubs/SCB.png
2000-2001,1,CS Sedan,-,3,1,1,0,0,1,0,1,g,4,G,CS Sedan,CSSA,./logos_clubs/CSSA.png
2000-2001,1,EA Guingamp,6,1,1,0,1,0,2,2,0,N,6,N,EA Guingamp,EAG,./logos_clubs/EAG.png
2000-2001,1,Olympique Lyonnais,-,1,1,0,1,0,2,2,0,N,6,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
2000-2001,1,Stade Rennais FC,-,1,1,0,1,0,2,2,0,n,6,N,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2000-2001,1,AS Saint-Etienne,-,1,1,0,1,0,2,2,0,n,6,N,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2000-2001,1,FC Girondins de Bordeaux,10,1,1,0,1,0,1,1,0,N,10,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2000-2001,1,Lille OSC,-,1,1,0,1,0,1,1,0,N,10,N,Lille OSC,LOSC,./logos_clubs/LOSC.png
2000-2001,1,FC Metz,-,1,1,0,1,0,1,1,0,n,10,N,FC Metz,FCM,./logos_clubs/FCM.png
2000-2001,1,AS Monaco,-,1,1,0,1,0,1,1,0,n,10,N,AS Monaco,ASM,./logos_clubs/ASM.png
2000-2001,1,AJ Auxerre,14,0,1,0,0,1,0,1,-1,P,14,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
2000-2001,1,Toulouse FC,-,0,1,0,0,1,0,1,-1,P,14,P,Toulouse FC,TFC,./logos_clubs/TFC.png
2000-2001,1,RC Strasbourg,16,0,1,0,0,1,1,3,-2,p,16,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2000-2001,1,ESTAC Troyes,-,0,1,0,0,1,1,3,-2,p,16,P,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2000-2001,1,FC Nantes Atlantique,18,0,1,0,0,1,0,2,-2,P,18,P,FC Nantes,FCN,./logos_clubs/FCN.png
1999-2000,1,Olympique de Marseille,1,3,1,1,0,0,3,0,3,G,1,G,Olympique de Marseille,OM,./logos_clubs/OM.png
1999-2000,1,FC Girondins de Bordeaux,2,3,1,1,0,0,3,2,1,G,2,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1999-2000,1,AJ Auxerre,3,3,1,1,0,0,2,1,1,G,3,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
1999-2000,1,Montpellier Hérault SC,-,3,1,1,0,0,2,1,1,g,3,G,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1999-2000,1,FC Nantes Atlantique,5,3,1,1,0,0,1,0,1,G,5,G,FC Nantes,FCN,./logos_clubs/FCN.png
1999-2000,1,Paris Saint-Germain FC,-,3,1,1,0,0,1,0,1,G,5,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1999-2000,1,RC Strasbourg,-,3,1,1,0,0,1,0,1,G,5,G,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1999-2000,1,AS Monaco,8,1,1,0,1,0,2,2,0,N,8,N,AS Monaco,ASM,./logos_clubs/ASM.png
1999-2000,1,AS Saint-Etienne,-,1,1,0,1,0,2,2,0,n,8,N,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1999-2000,1,FC Metz,10,1,1,0,1,0,0,0,0,N,10,N,FC Metz,FCM,./logos_clubs/FCM.png
1999-2000,1,Stade Rennais FC,-,1,1,0,1,0,0,0,0,n,10,N,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1999-2000,1,SC Bastia,12,0,1,0,0,1,2,3,-1,p,12,P,SC Bastia,SCB,./logos_clubs/SCB.png
1999-2000,1,Olympique Lyonnais,13,0,1,0,0,1,1,2,-1,P,13,P,Olympique Lyonnais,OL,./logos_clubs/OL.png
1999-2000,1,AS Nancy Lorraine,-,0,1,0,0,1,1,2,-1,p,13,P,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1999-2000,1,Havre AC,15,0,1,0,0,1,0,1,-1,p,15,P,Havre AC,HAC,./logos_clubs/HAC.png
1999-2000,1,RC Lens,-,0,1,0,0,1,0,1,-1,p,15,P,RC Lens,RCL,./logos_clubs/RCL.png
1999-2000,1,ATAC Troyes,-,0,1,0,0,1,0,1,-1,p,15,P,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
1999-2000,1,CS Sedan,18,0,1,0,0,1,0,3,-3,p,18,P,CS Sedan,CSSA,./logos_clubs/CSSA.png
1998-1999,1,FC Girondins de Bordeaux,1,3,1,1,0,0,3,1,2,G,1,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1998-1999,1,Olympique de Marseille,2,3,1,1,0,0,2,0,2,G,2,G,Olympique de Marseille,OM,./logos_clubs/OM.png
1998-1999,1,Toulouse FC,3,3,1,1,0,0,3,2,1,G,3,G,Toulouse FC,TFC,./logos_clubs/TFC.png
1998-1999,1,AS Monaco,4,3,1,1,0,0,2,1,1,g,4,G,AS Monaco,ASM,./logos_clubs/ASM.png
1998-1999,1,Stade Rennais FC,5,3,1,1,0,0,1,0,1,G,5,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1998-1999,1,SC Bastia,6,1,1,0,1,0,2,2,0,N,6,N,SC Bastia,SCB,./logos_clubs/SCB.png
1998-1999,1,Montpellier Hérault SC,-,1,1,0,1,0,2,2,0,n,6,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1998-1999,1,AS Nancy Lorraine,8,1,1,0,1,0,1,1,0,N,8,N,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1998-1999,1,FC Sochaux-Montbéliard,-,1,1,0,1,0,1,1,0,n,8,N,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
1998-1999,1,Havre AC,10,1,1,0,1,0,0,0,0,N,10,N,Havre AC,HAC,./logos_clubs/HAC.png
1998-1999,1,Olympique Lyonnais,-,1,1,0,1,0,0,0,0,n,10,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
1998-1999,1,FC Metz,-,1,1,0,1,0,0,0,0,n,10,N,FC Metz,FCM,./logos_clubs/FCM.png
1998-1999,1,RC Strasbourg,-,1,1,0,1,0,0,0,0,N,10,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1998-1999,1,RC Lens,14,0,1,0,0,1,2,3,-1,p,14,P,RC Lens,RCL,./logos_clubs/RCL.png
1998-1999,1,FC Lorient,15,0,1,0,0,1,1,2,-1,P,15,P,FC Lorient,FCL,./logos_clubs/FCL.png
1998-1999,1,AJ Auxerre,16,0,1,0,0,1,0,1,-1,p,16,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
1998-1999,1,Paris Saint-Germain FC,17,0,1,0,0,1,1,3,-2,p,17,P,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1998-1999,1,FC Nantes Atlantique,18,0,1,0,0,1,0,2,-2,p,18,P,FC Nantes,FCN,./logos_clubs/FCN.png
1997-1998,1,RC Lens,1,3,1,1,0,0,3,0,3,G,1,G,RC Lens,RCL,./logos_clubs/RCL.png
1997-1998,1,EA Guingamp,2,3,1,1,0,0,3,1,2,G,2,G,EA Guingamp,EAG,./logos_clubs/EAG.png
1997-1998,1,Olympique de Marseille,-,3,1,1,0,0,3,1,2,G,2,G,Olympique de Marseille,OM,./logos_clubs/OM.png
1997-1998,1,Paris Saint-Germain FC,4,3,1,1,0,0,2,0,2,G,4,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1997-1998,1,SC Bastia,5,3,1,1,0,0,1,0,1,g,5,G,SC Bastia,SCB,./logos_clubs/SCB.png
1997-1998,1,FC Girondins de Bordeaux,-,3,1,1,0,0,1,0,1,G,5,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1997-1998,1,FC Metz,-,3,1,1,0,0,1,0,1,g,5,G,FC Metz,FCM,./logos_clubs/FCM.png
1997-1998,1,Toulouse FC,-,3,1,1,0,0,1,0,1,G,5,G,Toulouse FC,TFC,./logos_clubs/TFC.png
1997-1998,1,Montpellier Hérault SC,9,1,1,0,1,0,1,1,0,N,9,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1997-1998,1,RC Strasbourg,-,1,1,0,1,0,1,1,0,n,9,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1997-1998,1,Olympique Lyonnais,11,0,1,0,0,1,0,1,-1,P,11,P,Olympique Lyonnais,OL,./logos_clubs/OL.png
1997-1998,1,AS Monaco,-,0,1,0,0,1,0,1,-1,p,11,P,AS Monaco,ASM,./logos_clubs/ASM.png
1997-1998,1,FC Nantes Atlantique,-,0,1,0,0,1,0,1,-1,P,11,P,FC Nantes,FCN,./logos_clubs/FCN.png
1997-1998,1,Stade Rennais FC,-,0,1,0,0,1,0,1,-1,p,11,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1997-1998,1,AS Cannes,15,0,1,0,0,1,1,3,-2,p,15,P,AS Cannes,ASC,./logos_clubs/ASC.png
1997-1998,1,Havre AC,-,0,1,0,0,1,1,3,-2,p,15,P,Havre AC,HAC,./logos_clubs/HAC.png
1997-1998,1,LB Châteauroux,17,0,1,0,0,1,0,2,-2,p,17,P,LB Châteauroux,LBC,./logos_clubs/LBC.png
1997-1998,1,AJ Auxerre,18,0,1,0,0,1,0,3,-3,p,18,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
1996-1997,1,Olympique de Marseille,1,3,1,1,0,0,3,1,2,G,1,G,Olympique de Marseille,OM,./logos_clubs/OM.png
1996-1997,1,AS Monaco,-,3,1,1,0,0,3,1,2,g,1,G,AS Monaco,ASM,./logos_clubs/ASM.png
1996-1997,1,SC Bastia,3,3,1,1,0,0,2,0,2,G,3,G,SC Bastia,SCB,./logos_clubs/SCB.png
1996-1997,1,RC Lens,-,3,1,1,0,0,2,0,2,g,3,G,RC Lens,RCL,./logos_clubs/RCL.png
1996-1997,1,AS Cannes,5,3,1,1,0,0,2,1,1,g,5,G,AS Cannes,ASC,./logos_clubs/ASC.png
1996-1997,1,AJ Auxerre,6,3,1,1,0,0,1,0,1,g,6,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
